epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1812.57,1.48402,0.95123,1.34412,0.90134,0.79687,0.8781,0.61613,1.36505,0.85597,1.31534,0.00100687,0.00100687,0.00100687
26,1877.45,1.50448,0.95327,1.33137,0.8861,0.80508,0.88372,0.61879,1.36015,0.88519,1.31773,0.000979362,0.000979362,0.000979362
27,1947.57,1.48535,0.92749,1.32772,0.91533,0.78421,0.88265,0.62814,1.34094,0.87045,1.29871,0.000951857,0.000951857,0.000951857
28,2008.16,1.46176,0.95191,1.32847,0.90597,0.80568,0.88343,0.63251,1.31348,0.82577,1.29397,0.000924352,0.000924352,0.000924352
29,2067.7,1.49908,0.96017,1.3206,0.91304,0.79579,0.88432,0.63694,1.3062,0.8575,1.27226,0.000896846,0.000896846,0.000896846
30,2130.56,1.44763,0.92717,1.31089,0.88326,0.81376,0.88836,0.63431,1.32094,0.8889,1.28337,0.00086934,0.00086934,0.00086934
31,2190.65,1.45856,0.9248,1.31397,0.88308,0.79535,0.87228,0.6275,1.31586,0.85838,1.27684,0.000841835,0.000841835,0.000841835
32,2251.8,1.40964,0.88416,1.29069,0.893,0.8092,0.88606,0.63404,1.3094,0.82274,1.26348,0.000814329,0.000814329,0.000814329
33,2332.87,1.42743,0.88056,1.29209,0.90002,0.82556,0.89729,0.64924,1.2745,0.79903,1.25214,0.000786824,0.000786824,0.000786824
34,2404.73,1.40572,0.86559,1.29034,0.91315,0.79596,0.8842,0.63967,1.26563,0.81848,1.25228,0.000759318,0.000759318,0.000759318
35,2480.19,1.41349,0.88165,1.27944,0.89701,0.82077,0.89942,0.65041,1.29444,0.81859,1.25253,0.000731813,0.000731813,0.000731813
36,2545.35,1.39659,0.86067,1.26398,0.88518,0.80047,0.88089,0.63804,1.24955,0.80753,1.23157,0.000704307,0.000704307,0.000704307
37,2634.3,1.36629,0.85938,1.25287,0.90425,0.79121,0.88023,0.64036,1.25075,0.80837,1.23415,0.000676802,0.000676802,0.000676802
38,2727.17,1.38799,0.85863,1.25624,0.89069,0.82516,0.89911,0.64904,1.29135,0.78141,1.25649,0.000649297,0.000649297,0.000649297
39,2822.37,1.41217,0.85661,1.25433,0.9028,0.83657,0.90349,0.65832,1.25187,0.75212,1.22868,0.000621791,0.000621791,0.000621791
40,2914.89,1.34046,0.81248,1.22923,0.91719,0.81223,0.89891,0.65069,1.27317,0.77329,1.23392,0.000594286,0.000594286,0.000594286
41,3009.75,1.405,0.8454,1.23912,0.90927,0.81222,0.89607,0.64798,1.27647,0.76796,1.24003,0.00056678,0.00056678,0.00056678
42,3101.4,1.36069,0.81891,1.23752,0.90396,0.82232,0.89978,0.65063,1.26761,0.76559,1.24022,0.000539275,0.000539275,0.000539275
43,3192.58,1.35998,0.83813,1.2479,0.90105,0.83035,0.89875,0.65349,1.24138,0.7557,1.22669,0.000511769,0.000511769,0.000511769
44,3283.85,1.31734,0.79347,1.22365,0.92576,0.83068,0.90652,0.66291,1.21318,0.73308,1.21565,0.000484263,0.000484263,0.000484263
45,3374.95,1.35528,0.79265,1.21688,0.92387,0.8292,0.90611,0.66127,1.22673,0.73421,1.21558,0.000456758,0.000456758,0.000456758
46,3465.53,1.34089,0.79175,1.22166,0.90524,0.83337,0.90365,0.66389,1.22253,0.74685,1.21462,0.000429253,0.000429253,0.000429253
47,3556.08,1.32401,0.79521,1.22478,0.90344,0.84221,0.90793,0.65723,1.23652,0.72475,1.22267,0.000401747,0.000401747,0.000401747
48,3648.16,1.32765,0.79225,1.21646,0.92279,0.81764,0.90709,0.65807,1.25969,0.73151,1.23262,0.000374242,0.000374242,0.000374242
49,3742.22,1.3118,0.78845,1.21421,0.92575,0.81896,0.90447,0.65765,1.23245,0.73013,1.22192,0.000346736,0.000346736,0.000346736
50,3834.42,1.30949,0.78403,1.21738,0.92211,0.82284,0.90618,0.66638,1.20787,0.72385,1.20645,0.000319231,0.000319231,0.000319231
51,3927.08,1.28624,0.78086,1.20822,0.92683,0.81501,0.90701,0.66322,1.1976,0.71681,1.19955,0.000291725,0.000291725,0.000291725
52,4019.56,1.29937,0.77164,1.20318,0.91267,0.8243,0.90678,0.66541,1.19365,0.70979,1.2012,0.00026422,0.00026422,0.00026422
53,4112.26,1.30097,0.77701,1.21435,0.8976,0.8368,0.9078,0.6698,1.19703,0.71734,1.19747,0.000236714,0.000236714,0.000236714
54,4206.51,1.31523,0.77279,1.21084,0.93224,0.81701,0.90774,0.66576,1.19067,0.71207,1.19862,0.000209209,0.000209209,0.000209209
55,4299.47,1.29632,0.76247,1.2004,0.92694,0.82111,0.90534,0.6617,1.2197,0.71297,1.20971,0.000181703,0.000181703,0.000181703
56,4390.03,1.21229,0.79872,1.19303,0.93009,0.81627,0.90772,0.66424,1.21161,0.73473,1.20601,0.000154198,0.000154198,0.000154198
57,4479.6,1.16914,0.7552,1.17445,0.91896,0.82275,0.90231,0.65699,1.20358,0.73006,1.21238,0.000126692,0.000126692,0.000126692
58,4569.25,1.21216,0.75241,1.17341,0.91298,0.83006,0.90553,0.6654,1.19403,0.72425,1.2033,9.91865e-05,9.91865e-05,9.91865e-05
59,4658.49,1.16129,0.72465,1.15342,0.90563,0.82675,0.90403,0.66436,1.19024,0.72186,1.1999,7.1681e-05,7.1681e-05,7.1681e-05
60,4747.79,1.15923,0.71872,1.14922,0.91337,0.82726,0.90425,0.66303,1.18303,0.71832,1.19726,4.41755e-05,4.41755e-05,4.41755e-05
